feedback,question,label,label_id
perhaps the only issue is that class went by too fast.,what did you like least about your instructor is teaching?,satisfaction,1
sitting through long lectures makes it hard to focus.,"any further, constructive comment:",boredom,3
the instructor makes learning exciting and fun.,what changes would you recommend to improve this course?,joy,0
attitude,what did you like best about your instructor is teaching?,acceptance,2
engaging,what did you like best about your instructor is teaching?,satisfaction,1
it feels hard to learn when the lesson style feels boring.,"any further, constructive comment:",boredom,3
none. the subject became harder because of the teaching.,what did you like best about your instructor is teaching?,disappointment,4
"i appreciated the stability, even if it was dull.",what did you like best about your instructor is teaching?,boredom,3
improve timeframe for lab.,what changes would you recommend to improve this course?,disappointment,4
she discusses the real fundamentals of computing making us ready for the other broad computing discussion,what did you like best about your instructor is teaching?,satisfaction,1
not teaching,what did you like least about your instructor is teaching?,disappointment,4
