feedback_text,question,question_num,emotion
sir has a mastery skill of teaching but lack of time management,"Any further, constructive comment:",Q4,acceptance
The only thing is I wished for longer sessions.,What did you like least about your instructor's teaching?,Q3,satisfaction
"NOTHING, THE COURSE IS GOOD ",What changes would you recommend to improve this course?,Q1,satisfaction
Easy to understand,What did you like best about your instructor's teaching?,Q2,satisfaction
The professor makes even difficult topics enjoyable.,What changes would you recommend to improve this course?,Q1,joy
"None, [PROFESSOR] teaching is already enough with the experience's he have and shared it was full of fun memories and the learning curve was straighte...",What changes would you recommend to improve this course?,Q1,joy
Attend class,What changes would you recommend to improve this course?,Q1,disappointment
"You brought joy into every session, and I appreciate that.","Any further, constructive comment:",Q4,joy
"I would recommend incorporating more engaging teaching methods to make the course more dynamic and interactive. For instance, integrating group discus...",What changes would you recommend to improve this course?,Q1,acceptance
The only downside is that I wanted more time each class.,What did you like least about your instructor's teaching?,Q3,joy
"I enjoyed the interactive approach, it made the class lively and productive.","Any further, constructive comment:",Q4,satisfaction
The lecture-heavy style makes the class less engaging.,"Any further, constructive comment:",Q4,boredom
I liked how I could relax during the boring lessons.,What did you like best about your instructor's teaching?,Q2,boredom
The way the topics are discussed makes them less interesting.,"Any further, constructive comment:",Q4,boredom
The dull pace gave me a chance to rest mentally.,What did you like best about your instructor's teaching?,Q2,boredom
The lack of structure in the lessons made it harder to learn effectively.,"Any further, constructive comment:",Q4,disappointment
"Nothing, the teaching was shallow.",What did you like best about your instructor's teaching?,Q2,disappointment
I occasionally feel sleepy during calm explanations.,What changes would you recommend to improve this course?,Q1,boredom
Interaction with students and freedom to choose what is able to do,What did you like best about your instructor's teaching?,Q2,satisfaction
The only issue: I enjoyed it so much I wanted twice as many classes.,What did you like least about your instructor's teaching?,Q3,joy
she's great and she'd making our mind really ponders.,What did you like best about your instructor's teaching?,Q2,joy
Being generous towards project evaluation,What did you like best about your instructor's teaching?,Q2,acceptance
Not teaching.,"Any further, constructive comment:",Q4,disappointment
"i would've gotten something out of it if she was just as passionate as the other professors, placing other work on students just to get free time does...","Any further, constructive comment:",Q4,disappointment
"On course outline: Would be nice if Sir [PROFESSOR] can provide us perhaps a brief lecture on cryptography.

On lecture materials: I love that Sir [PR...","Any further, constructive comment:",Q4,joy
Be serious on students.,"Any further, constructive comment:",Q4,disappointment
I had fun and learned a lot.,What changes would you recommend to improve this course?,Q1,joy
"I truly appreciate the effort and dedication of Sir Rham. However, I feel the learning experience could be better if more time was devoted to explaini...","Any further, constructive comment:",Q4,satisfaction
"DI NATUTURO, LAGI ABSENT MINURA KAME ONE MEETING, DI KAME PINAG FINALS, NAHIRAPAN KAME SA WD 123 KASI DI SYA NAGTUTURO SINCE FIRST YEAR KAME. LAB ACTI...",What changes would you recommend to improve this course?,Q1,disappointment
